'829','79','Genesis Coupe','1'
'830','79','Getz','1'
'831','79','Grandeur','1'
'832','79','i10','1'
'833','79','i20','1'
'834','79','i30','1'
'835','79','i40','1'
'836','79','ix20','1'
'837','79','ix35','1'
'838','79','ix55','1'
'839','79','Lantra','1'
'840','79','Lavita','1'
'841','79','Marcia','1'
'842','79','Matrix','1'
'843','79','Maxcruz','1'
'844','79','Pony','1'
'845','79','Santa Fe','1'
'846','79','Santamo','1'
'847','79','Scoupe','1'
'848','79','Solaris','1'
'849','79','Sonata','1'
'850','79','Starex (H-1)','1'
'851','79','Stellar','1'
'852','79','Terracan','1'
'853','79','Tiburon','1'
'854','79','Trajet','1'
'855','79','Tucson','1'
'856','79','Tuscani','1'
'857','79','Veloster','1'
'858','79','Veracruz','1'
'859','79','Verna','1'
'860','79','XG','1'
'861','80','EX','1'
'862','80','FX','1'
'863','80','G','1'
'864','80','I','1'
'865','80','J','1'
'866','80','JX','1'
'867','80','M','1'
'868','80','Q','1'
'869','80','Q50','1'
'870','80','Q60','1'
'871','80','QX','1'
'872','80','QX50','1'
'873','80','QX60','1'
'874','80','QX70','1'
'875','80','QX80','1'
'876','81','Elba','1'
'877','81','Mille','1'
'878','81','Mini','1'
'879','82','S1','1'
'880','83','Paykan','1'
'881','83','Samand','1'
'882','83','Soren','1'
'883','84','Commendatore 112i','1'
'884','84','Imperator 108i','1'
'885','84','Spyder','1'
'886','85','Amigo','1'
'887','85','Ascender','1'
'888','85','Aska','1'
'889','85','Axiom','1'
'890','85','Bighorn','1'
'891','85','D-Max','1'
'892','85','Gemini','1'
'893','85','Impulse','1'
'894','85','KB','1'
'895','85','MU','1'
'896','85','MU-7','1'
'897','85','Piazza','1'
'898','85','Rodeo','1'
'899','85','Stylus','1'
'900','85','TF (Pickup)','1'
'901','85','Trooper','1'
'902','85','VehiCross','1'
'903','85','Wizard','1'
'904','86','Massif','1'
'905','87','J2 (Yueyue)','1'
'906','87','J3 (Tongyue,Tojoy)','1'
'907','87','J5 (Heyue)','1'
'908','87','J6 (Heyue RS)','1'
'909','87','J7 (Binyue)','1'
'910','87','Refine','1'
'911','87','S1 (Rein)','1'
'912','87','S5 (Eagle)','1'
'914','88','E-type','1'
'915','88','F-Type','1'
'916','88','S-Type','1'
'917','88','X-Type','1'
'918','88','XF','1'
'919','88','XJ','1'
'920','88','XJ220','1'
'921','88','XJS','1'
'922','88','XK','1'
'923','89','Cherokee','1'
'924','89','CJ','1'
'925','89','Commander','1'
'926','89','Compass','1'
'927','89','Grand Cherokee','1'
'928','89','Grand Wagoneer','1'
'929','89','Liberty (North America)','1'
'930','89','Liberty (Patriot)','1'
'931','89','Wrangler','1'
'932','90','S-V8','1'
'933','91','Baodian','1'
'934','92','Avella','1'
'935','92','Cadenza','1'
'936','92','Capital','1'
'937','92','Carens','1'
'938','92','Carnival','1'
'939','92','Cee\'d','1'
'940','92','Cerato','1'
'941','92','Clarus','1'
'942','92','Concord','1'
'943','92','Elan','1'
'944','92','Enterprise','1'
'945','92','Joice','1'
'946','92','Magentis','1'
'947','92','Mohave (Borrego)','1'
'948','92','Opirus','1'
'949','92','Optima','1'
'950','92','Picanto','1'
'951','92','Potentia','1'
'952','92','Pride','1'
'953','92','Quoris','1'
'954','92','Ray','1'
'955','92','Retona','1'
'956','92','Rio','1'
'957','92','Sedona','1'
'958','92','Sephia','1'
'959','92','Shuma','1'
'960','92','Sorento','1'
'961','92','Soul','1'
'962','92','Spectra','1'
'963','92','Sportage','1'
'964','92','Venga','1'
'965','92','Visto','1'
'966','92','X-Trek','1'
'967','93','Agera','1'
'968','93','CC8S','1'
'969','93','CCR','1'
'970','93','CCX','1'
'971','93','One:1','1'
'972','94','X-Bow','1'
'973','95','Aventador','1'
'974','95','Countach','1'
'975','95','Diablo','1'
'976','95','Espada','1'
'977','95','Gallardo','1'
'978','95','Huracán','1'
'979','95','Jalpa','1'
'980','95','Jarama','1'
'981','95','LM001','1'
'982','95','LM002','1'
'983','95','Murcielago','1'
'984','95','Reventon','1'
'985','95','Urraco','1'
'986','95','Veneno','1'
'987','96','A 112','1'
'988','96','Beta','1'
'989','96','Dedra','1'
'990','96','Delta','1'
'991','96','Fulvia','1'
'992','96','Gamma','1'
'993','96','Hyena','1'
'994','96','Kappa','1'
'995','96','Lybra','1'
'996','96','Monte Carlo','1'
'997','96','Musa','1'
'998','96','Phedra','1'
'999','96','Prisma','1'
'1000','96','Thema','1'
'1001','96','Thesis','1'
'1002','96','Trevi','1'
'1003','96','Y10','1'
'1004','96','Ypsilon','1'
'1005','96','Zeta','1'
'1006','97','Defender','1'
'1007','97','Discovery','1'
'1008','97','Freelander','1'
'1009','97','Range Rover Evoque','1'
'1010','97','Range Rover','1'
'1011','97','Range Rover Sport','1'
'1012','97','Series I','1'
'1013','97','Series II','1'
'1014','97','Series III','1'
'1015','98','Fashion (CV9)','1'
'1016','98','Forward','1'
'1017','98','X5','1'
'1018','98','X6','1'
'1019','99','CT','1'
'1020','99','ES','1'
'1021','99','GS','1'
'1022','99','GX','1'
'1023','99','HS','1'
'1024','99','IS','1'
'1025','99','LFA','1'
'1026','99','LS','1'
'1027','99','LX','1'
'1028','99','RC','1'
'1029','99','RX','1'
'1030','99','SC','1'
'1031','100','Leopard','1'
'1032','101','Breez (520)','1'
'1033','101','Cebrium (720)','1'
'1036','101','X60','1'
'1037','102','Aviator','1'
'1038','102','Continental','1'
'1039','102','LS','1'
'1040','102','Mark LT','1'
'1041','102','Mark VII','1'
'1042','102','Mark VIII','1'
'1043','102','MKC','1'
'1044','102','MKS','1'
'1045','102','MKT','1'
'1046','102','MKX','1'
'1047','102','MKZ','1'
'1048','102','Navigator','1'
'1049','102','Town Car','1'
'1050','103','340R','1'
'1051','103','Eclat','1'
'1052','103','Elan','1'
'1053','103','Elise','1'
'1054','103','Elite','1'
'1055','103','Esprit','1'
'1056','103','Europa','1'
'1057','103','Europa S','1'
'1058','103','Evora','1'
'1059','103','Excel','1'
